时间,类型,结果,燃,弹,钢,铝,获得物品 1,数量,获得物品 2,数量
2017/05/30 20:51:44,東京急行,大成功,0,655,465,0,,,,
2017/05/30 20:30:15,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/30 20:28:10,長距離練習航海,成功,0,100,30,0,,,,
2017/05/30 14:44:01,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/30 14:18:11,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/30 13:45:43,長距離練習航海,成功,0,100,30,0,,,,
2017/05/30 13:05:25,東京急行,大成功,0,655,465,0,,,,
2017/05/30 13:05:11,海上護衛任務,成功,230,230,23,23,,,,
2017/05/30 13:04:56,長距離練習航海,成功,0,100,30,0,,,,
2017/05/30 09:40:28,長距離練習航海,成功,0,100,30,0,,,,
2017/05/30 09:10:41,東京急行,大成功,0,655,465,0,家具箱（小）,1,,
2017/05/30 09:10:31,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/30 09:10:22,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/30 03:08:44,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/30 03:05:08,東京急行,大成功,0,655,465,0,,,,
2017/05/30 02:38:02,長距離練習航海,成功,0,100,30,0,,,,
2017/05/30 02:05:34,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/30 02:05:18,長距離練習航海,成功,0,100,30,0,,,,
2017/05/30 01:16:27,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/30 00:46:50,長距離練習航海,成功,0,100,30,0,,,,
2017/05/29 23:03:45,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/29 23:00:48,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/29 23:00:38,長距離練習航海,成功,0,100,30,0,,,,
2017/05/29 20:45:39,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/29 20:44:55,長距離練習航海,成功,0,100,30,0,,,,
2017/05/29 18:24:44,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/29 17:10:31,防空射撃演習,成功,0,0,0,92,,,,
2017/05/29 17:10:06,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/29 16:30:11,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/29 16:30:01,長距離練習航海,成功,0,100,30,0,,,,
2017/05/29 14:53:18,長距離練習航海,成功,0,100,30,0,,,,
2017/05/29 14:20:11,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/29 14:19:59,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/29 14:19:49,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/29 01:23:26,長距離練習航海,成功,0,100,30,0,,,,
2017/05/29 00:47:18,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/29 00:47:08,防空射撃演習,成功,0,0,0,92,,,,
2017/05/29 00:46:58,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/28 20:46:42,防空射撃演習,成功,0,0,0,92,家具箱（小）,1,,
2017/05/28 20:46:28,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/28 09:55:56,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/28 09:55:15,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/28 09:54:45,長距離練習航海,成功,0,100,30,0,,,,
2017/05/28 08:43:00,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/28 08:42:50,長距離練習航海,成功,0,100,30,0,,,,
2017/05/28 06:36:31,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/28 06:35:30,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/28 05:55:37,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/28 05:55:27,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/28 05:55:07,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/28 04:01:07,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/28 04:00:52,長距離練習航海,成功,0,100,30,0,,,,
2017/05/28 03:05:08,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/28 02:38:02,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/28 02:23:00,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/28 02:13:09,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/28 02:07:49,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/28 01:35:30,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/28 01:15:58,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/28 00:38:01,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/28 00:37:49,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/27 23:56:26,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/27 23:44:54,長距離練習航海,成功,0,100,30,0,,,,
2017/05/27 22:59:48,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/27 22:59:03,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/27 22:58:52,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/27 16:23:18,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/27 15:50:05,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/27 15:49:53,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/27 15:49:41,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/27 06:38:59,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/27 05:58:08,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/27 05:57:58,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/27 05:57:49,長距離練習航海,成功,0,100,30,0,,,,
2017/05/27 03:44:16,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/27 03:40:32,長距離練習航海,成功,0,100,30,0,,,,
2017/05/27 03:03:44,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/27 03:03:34,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/27 02:05:19,長距離練習航海,成功,0,100,30,0,,,,
2017/05/27 01:35:23,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/27 01:35:08,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/27 01:34:53,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/26 23:25:37,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/26 22:49:33,長距離練習航海,成功,0,100,30,0,,,,
2017/05/26 22:17:55,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/26 19:25:14,長距離練習航海,成功,0,100,30,0,,,,
2017/05/26 17:27:56,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/26 17:27:35,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/26 17:25:17,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/26 07:41:53,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/26 07:40:04,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/26 07:39:54,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/26 05:19:34,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/26 05:19:25,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/26 04:10:22,長距離練習航海,成功,0,100,30,0,,,,
2017/05/26 03:46:01,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/26 03:40:57,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/26 03:05:37,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/26 02:35:53,長距離練習航海,成功,0,100,30,0,,,,
2017/05/26 01:09:52,長距離練習航海,成功,0,100,30,0,,,,
2017/05/25 15:03:43,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/25 14:43:31,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/25 13:55:08,長距離練習航海,成功,0,100,30,0,,,,
2017/05/25 13:22:21,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/25 12:38:07,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/25 12:35:16,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/25 12:02:33,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/25 10:57:48,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/25 10:56:56,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/25 10:56:45,長距離練習航海,成功,0,100,30,0,,,,
2017/05/25 03:41:01,長距離練習航海,成功,0,100,30,0,,,,
2017/05/25 03:25:21,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/25 03:13:47,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/25 03:00:33,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/25 02:19:36,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/25 02:03:42,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/25 01:40:41,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/25 00:46:14,長距離練習航海,成功,0,100,30,0,,,,
2017/05/25 00:15:53,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/25 00:15:41,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/25 00:15:28,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/24 19:38:02,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/24 19:37:51,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/24 19:37:40,長距離練習航海,成功,0,100,30,0,,,,
2017/05/24 10:04:16,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/24 10:03:54,長距離練習航海,成功,0,100,30,0,,,,
2017/05/24 09:25:47,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/24 08:44:17,長距離練習航海,成功,0,100,30,0,,,,
2017/05/24 08:29:18,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/24 08:29:07,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/24 08:07:04,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/24 07:33:59,長距離練習航海,成功,0,100,30,0,,,,
2017/05/24 06:53:49,長距離練習航海,成功,0,100,30,0,,,,
2017/05/24 06:49:41,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/24 06:20:55,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/24 05:50:31,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/24 05:19:47,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/24 05:19:37,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/24 05:19:28,長距離練習航海,成功,0,100,30,0,,,,
2017/05/24 03:50:54,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/24 03:10:58,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/24 03:10:48,長距離練習航海,成功,0,100,30,0,,,,
2017/05/24 02:34:35,長距離練習航海,成功,0,100,30,0,,,,
2017/05/24 01:51:21,長距離練習航海,成功,0,100,30,0,,,,
2017/05/24 01:27:48,対潜警戒任務,失敗,0,0,0,0,,,,
2017/05/24 01:21:04,長距離練習航海,成功,0,100,30,0,,,,
2017/05/24 01:15:51,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/24 00:59:47,海上護衛任務,成功,230,230,23,23,,,,
2017/05/24 00:49:21,長距離練習航海,成功,0,100,30,0,,,,
2017/05/23 23:59:38,長距離練習航海,成功,0,100,30,0,,,,
2017/05/23 23:24:48,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/23 23:23:07,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/23 21:41:12,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/23 21:39:57,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/23 21:06:29,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/23 21:06:15,長距離練習航海,成功,0,100,30,0,,,,
2017/05/23 18:36:37,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/23 18:36:23,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/23 18:36:08,長距離練習航海,成功,0,100,30,0,,,,
2017/05/23 17:05:49,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/23 16:31:30,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/23 16:30:09,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/23 16:01:19,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/23 15:24:28,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/23 14:54:39,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/23 14:54:29,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/23 14:54:20,長距離練習航海,成功,0,100,30,0,,,,
2017/05/23 05:01:23,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/23 05:00:14,長距離練習航海,成功,0,100,30,0,,,,
2017/05/23 04:21:48,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/23 04:21:39,長距離練習航海,成功,0,100,30,0,,,,
2017/05/23 03:21:40,長距離練習航海,成功,0,100,30,0,,,,
2017/05/23 02:50:24,長距離練習航海,成功,0,100,30,0,,,,
2017/05/23 02:35:52,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/23 02:28:41,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/23 02:14:38,長距離練習航海,成功,0,100,30,0,,,,
2017/05/23 01:44:25,長距離練習航海,成功,0,100,30,0,,,,
2017/05/23 01:11:56,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/23 01:02:44,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/23 00:38:44,長距離練習航海,成功,0,100,30,0,,,,
2017/05/23 00:05:49,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/22 23:32:58,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/22 23:32:46,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/22 22:22:19,囮機動部隊支援作戦,大成功,0,0,517,690,,,開発資材,1
2017/05/22 21:51:54,海上護衛任務,大成功,345,345,34,34,,,,
2017/05/22 19:51:02,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/22 19:50:51,水上機基地建設,大成功,828,0,345,345,家具箱（中）,2,高速修復材,1
2017/05/22 10:17:01,長距離練習航海,成功,0,100,30,0,,,,
2017/05/22 09:55:12,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/22 09:47:36,長距離練習航海,成功,0,100,30,0,,,,
2017/05/22 09:14:37,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/22 09:14:27,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/22 08:31:20,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/22 08:31:09,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/22 08:30:52,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/22 03:03:19,長距離練習航海,成功,0,100,30,0,,,,
2017/05/22 02:38:57,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/22 02:33:08,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/22 02:18:41,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/22 01:48:23,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/22 01:48:03,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/22 00:59:12,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/22 00:47:36,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/22 00:28:52,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/21 23:54:27,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/21 23:51:02,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/21 23:44:11,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/21 23:19:26,長距離練習航海,成功,0,100,30,0,,,,
2017/05/21 22:36:21,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/21 22:36:10,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/21 21:51:19,長距離練習航海,成功,0,100,30,0,,,,
2017/05/21 21:31:20,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/21 21:20:12,長距離練習航海,成功,0,100,30,0,,,,
2017/05/21 20:48:00,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/21 20:47:49,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/21 20:47:38,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/21 06:59:38,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/21 06:58:31,長距離練習航海,成功,0,100,30,0,,,,
2017/05/21 06:04:10,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/21 06:03:54,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/21 05:40:08,防空射撃演習,成功,0,0,0,92,,,,
2017/05/21 05:26:28,長距離練習航海,成功,0,100,30,0,,,,
2017/05/21 04:53:21,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/21 04:53:12,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/21 03:42:52,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/21 03:23:42,長距離練習航海,成功,0,100,30,0,,,,
2017/05/21 02:46:32,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/21 02:46:21,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/21 02:46:10,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/21 00:55:12,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/21 00:54:59,長距離練習航海,成功,0,100,30,0,,,,
2017/05/20 23:14:49,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/20 23:14:30,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/20 23:14:19,長距離練習航海,成功,0,100,30,0,,,,
2017/05/20 22:35:02,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/20 22:34:43,長距離練習航海,成功,0,100,30,0,,,,
2017/05/20 21:43:24,長距離練習航海,成功,0,100,30,0,,,,
2017/05/20 20:46:56,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/20 20:46:40,長距離練習航海,成功,0,100,30,0,,,,
2017/05/20 19:56:49,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/20 19:56:30,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/20 19:56:20,長距離練習航海,成功,0,100,30,0,,,,
2017/05/20 08:35:12,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/20 07:57:05,長距離練習航海,成功,0,100,30,0,,,,
2017/05/20 07:49:59,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/20 07:25:50,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/20 07:10:43,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/20 07:01:41,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/20 06:41:33,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/20 06:20:58,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/20 06:09:26,長距離練習航海,成功,0,100,30,0,,,,
2017/05/20 05:38:44,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/20 05:38:34,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/20 05:06:10,長距離練習航海,成功,0,100,30,0,,,,
2017/05/20 04:39:31,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/20 04:29:34,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/20 04:14:13,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/20 03:59:05,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/20 03:58:09,長距離練習航海,成功,0,100,30,0,,,,
2017/05/20 03:23:06,長距離練習航海,成功,0,100,30,0,,,,
2017/05/20 03:13:17,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/20 02:53:34,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/20 02:07:50,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/20 02:07:40,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/20 01:04:35,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/20 01:04:24,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/20 01:04:13,長距離練習航海,成功,0,100,30,0,,,,
2017/05/19 21:51:44,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/19 21:51:32,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/19 20:28:36,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/19 19:55:55,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/19 19:44:16,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/19 19:06:37,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/19 19:06:27,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/19 19:06:16,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/19 11:33:38,長距離練習航海,成功,0,100,30,0,,,,
2017/05/19 11:02:31,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/19 10:52:47,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/19 10:20:05,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/19 10:09:52,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/19 10:09:41,長距離練習航海,成功,0,100,30,0,,,,
2017/05/19 09:40:07,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/19 09:39:39,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/19 08:49:36,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/19 08:15:32,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/19 08:10:08,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/19 07:42:11,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/19 07:09:31,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/19 07:09:22,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/19 06:15:18,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/19 06:14:47,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/19 06:14:34,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/19 05:26:13,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/19 05:26:03,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/19 04:52:09,長距離練習航海,成功,0,100,30,0,,,,
2017/05/19 04:19:39,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/19 04:18:53,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/19 03:12:42,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/19 02:16:12,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/19 02:15:44,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/19 02:11:51,長距離練習航海,成功,0,100,30,0,,,,
2017/05/18 23:08:10,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/18 23:07:57,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/18 21:10:51,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/18 21:06:38,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/18 20:59:30,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/18 20:27:37,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/18 20:27:26,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/18 19:39:33,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/18 19:20:15,長距離練習航海,成功,0,100,30,0,,,,
2017/05/18 18:50:39,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/18 18:44:46,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/18 18:10:49,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/18 18:10:37,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/18 18:10:27,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/18 09:06:44,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/18 09:03:07,長距離練習航海,成功,0,100,30,0,,,,
2017/05/18 06:56:58,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/18 06:33:49,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/18 06:33:32,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/18 05:45:59,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/18 05:45:49,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/18 05:04:58,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/18 04:55:50,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/18 04:35:37,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/18 04:06:37,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/18 03:53:24,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/18 03:47:56,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/18 03:22:41,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/18 03:22:30,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/18 02:51:52,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/18 02:30:01,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/18 02:16:17,長距離練習航海,成功,0,100,30,0,,,,
2017/05/18 01:43:42,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/18 01:23:04,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/18 00:55:33,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/18 00:50:45,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/18 00:36:48,東京急行(弐),大成功,724,0,345,0,,,,
2017/05/18 00:13:08,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/17 23:59:17,長距離練習航海,成功,0,100,30,0,,,,
2017/05/17 23:27:33,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/17 23:26:58,長距離練習航海,成功,0,100,30,0,,,,
2017/05/17 22:33:09,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/17 22:17:02,防空射撃演習,成功,0,0,0,92,,,,
2017/05/17 22:03:10,長距離練習航海,成功,0,100,30,0,,,,
2017/05/17 21:31:12,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2017/05/17 21:31:01,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/05/17 21:30:48,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/17 11:04:46,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/17 10:58:01,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2017/05/17 10:05:08,防空射撃演習,大成功,0,0,0,138,,,,
2017/05/17 10:04:58,長距離練習航海,成功,0,100,30,0,,,,
