时间,海域,地图点,状态,战况,敌舰队,捞！,大破舰,旗舰,旗舰 (第二舰队),MVP,MVP (第二舰队)
2017/02/24 17:57:16,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,朧改(Lv.79),,朧改(Lv.79),
2017/02/24 17:55:21,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,叢雲,无,朧改(Lv.79),,朧改(Lv.79),
2017/02/24 17:53:29,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,朧,无,朧改(Lv.79),,朧改(Lv.79),
2017/02/24 17:50:07,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,朧,无,朧改(Lv.79),,朧改(Lv.79),
2017/02/24 17:48:33,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,朧改(Lv.79),,朧改(Lv.79),
2017/02/24 03:28:49,鎮守府近海航路(1-6),13(道中),進撃,勝利A,任務部隊C群 前衛部隊,,无,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 03:27:34,鎮守府近海航路(1-6),12(道中),進撃,敗北D,任務部隊C群 機動部隊,,无,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 03:26:13,鎮守府近海航路(1-6),3(道中),出撃,完全勝利!!!S,通商破壊潜水艦隊 III群,,无,阿武隈改二(Lv.120),,夕立改二(Lv.97),
2017/02/24 03:21:39,鎮守府近海航路(1-6),13(道中),進撃,勝利S,任務部隊C群 前衛部隊,如月,初春改二,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 03:20:35,鎮守府近海航路(1-6),12(道中),進撃,敗北D,任務部隊C群 機動部隊,,无,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 03:18:40,鎮守府近海航路(1-6),3(道中),出撃,勝利A,通商破壊潜水艦隊 III群,黒潮,无,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 03:08:05,鎮守府近海航路(1-6),13(道中),進撃,勝利S,任務部隊C群 前衛部隊,朧,无,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 03:06:47,鎮守府近海航路(1-6),12(道中),進撃,敗北D,任務部隊C群 機動部隊,,无,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 03:05:17,鎮守府近海航路(1-6),3(道中),出撃,完全勝利!!!S,通商破壊潜水艦隊 III群,,无,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 03:01:54,鎮守府近海航路(1-6),12(道中),進撃,敗北D,任務部隊C群 機動部隊,,暁改二,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 02:58:44,鎮守府近海航路(1-6),3(道中),出撃,完全勝利!!!S,通商破壊潜水艦隊 III群,朧,无,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 02:56:05,鎮守府近海航路(1-6),12(道中),進撃,敗北D,任務部隊C群 機動部隊,,Верный,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 02:54:31,鎮守府近海航路(1-6),3(道中),出撃,勝利S,通商破壊潜水艦隊 III群,響,无,阿武隈改二(Lv.120),,吹雪改二(Lv.97),
2017/02/24 02:50:23,鎮守府近海航路(1-6),13(道中),進撃,勝利A,任務部隊C群 前衛部隊,,時雨改二,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 02:49:20,鎮守府近海航路(1-6),12(道中),進撃,敗北D,任務部隊C群 機動部隊,,无,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 02:47:55,鎮守府近海航路(1-6),3(道中),出撃,勝利A,通商破壊潜水艦隊 III群,,无,阿武隈改二(Lv.120),,Верный(Lv.85),
2017/02/24 02:44:54,鎮守府近海航路(1-6),13(道中),進撃,勝利A,任務部隊C群 前衛部隊,,阿武隈改二 & 雪風改,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 02:43:52,鎮守府近海航路(1-6),12(道中),進撃,敗北D,任務部隊C群 機動部隊,,无,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 02:42:29,鎮守府近海航路(1-6),3(道中),出撃,戦術的勝利B,通商破壊潜水艦隊 III群,,无,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 02:40:34,鎮守府近海航路(1-6),13(道中),進撃,完全勝利!!!S,任務部隊C群 前衛部隊,磯波,无,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 02:39:32,鎮守府近海航路(1-6),12(道中),進撃,敗北D,任務部隊C群 機動部隊,,无,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 02:37:59,鎮守府近海航路(1-6),3(道中),出撃,戦術的勝利B,通商破壊潜水艦隊 III群,,无,阿武隈改二(Lv.120),,阿武隈改二(Lv.120),
2017/02/24 02:34:15,鎮守府近海(1-5),10(Boss点),進撃,完全勝利!!!S,敵通商破壊主力艦隊,名取,无,朝霜改(Lv.81),,夕張改(Lv.121),
2017/02/24 02:32:50,鎮守府近海(1-5),4(道中),進撃,完全勝利!!!S,敵潜水艦隊C群,荒潮,无,朝霜改(Lv.81),,夕張改(Lv.121),
2017/02/24 02:31:36,鎮守府近海(1-5),2(道中),進撃,完全勝利!!!S,敵潜水艦隊A群,,无,朝霜改(Lv.81),,夕張改(Lv.121),
2017/02/24 02:30:05,鎮守府近海(1-5),1(道中),出撃,完全勝利!!!S,敵偵察潜水艦,子日,无,朝霜改(Lv.81),,夕張改(Lv.121),
2017/02/24 02:25:48,鎮守府近海(1-5),10(Boss点),進撃,完全勝利!!!S,敵通商破壊主力艦隊,白雪,无,朝霜改(Lv.81),,夕張改(Lv.121),
2017/02/24 02:23:55,鎮守府近海(1-5),4(道中),進撃,完全勝利!!!S,敵潜水艦隊C群,由良,无,朝霜改(Lv.81),,夕張改(Lv.121),
2017/02/24 02:21:18,鎮守府近海(1-5),2(道中),進撃,完全勝利!!!S,敵潜水艦隊A群,五月雨,无,朝霜改(Lv.81),,五十鈴改二(Lv.98),
2017/02/24 02:20:04,鎮守府近海(1-5),1(道中),出撃,完全勝利!!!S,敵偵察潜水艦,子日,无,朝霜改(Lv.81),,夕張改(Lv.121),
2017/02/24 02:16:02,東部オリョール海(2-3),9(道中),進撃,勝利A,敵強襲揚陸艦隊,,无,呂500(Lv.154),,伊58改(Lv.138),
2017/02/24 02:14:9,東部オリョール海(2-3),3(道中),進撃,完全勝利!!!S,敵強襲揚陸艦隊,祥鳳,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/24 02:13:07,東部オリョール海(2-3),1(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.154),,伊58改(Lv.138),
2017/02/24 02:00:01,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,雷,敷波,霰改(Lv.77),,霰改(Lv.77),
2017/02/24 01:58:59,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,暁,无,霰改(Lv.77),,霰改(Lv.77),
2017/02/24 01:56:13,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,望月,无,霰改(Lv.77),,霰改(Lv.77),
2017/02/24 01:55:24,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,霰,无,霰改(Lv.77),,敷波(Lv.1),
2017/02/24 01:53:12,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,夕立,暁,霰改(Lv.77),,霰改(Lv.77),
2017/02/24 01:52:02,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,霰改(Lv.76),,霰改(Lv.76),
2017/02/24 01:50:19,鎮守府正面海域(1-1),3(Boss点),進撃,戦術的敗北C,敵主力艦隊,,文月,霰改(Lv.76),,霰改(Lv.76),
2017/02/24 01:49:27,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,暁,无,霰改(Lv.76),,霰改(Lv.76),
2017/02/24 01:47:52,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,大潮,无,曙改(Lv.76),,曙改(Lv.76),
2017/02/24 01:47:05,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,曙改(Lv.76),,曙改(Lv.76),
2017/02/24 01:40:52,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,磯波,荒潮,曙改(Lv.76),,曙改(Lv.76),
2017/02/24 01:39:50,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,文月,无,曙改(Lv.76),,曙改(Lv.76),
2017/02/24 01:38:34,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,敷波,无,曙改(Lv.76),,曙改(Lv.76),
2017/02/24 01:37:47,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,曙改(Lv.76),,曙改(Lv.76),
2017/02/24 01:34:42,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,睦月,磯波,睦月改二(Lv.87),,睦月改二(Lv.87),
2017/02/24 01:33:38,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,睦月改二(Lv.87),,睦月改二(Lv.87),
2017/02/24 01:32:17,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,霞,无,睦月改二(Lv.87),,睦月改二(Lv.87),
2017/02/24 01:30:29,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,荒潮,无,睦月改二(Lv.87),,睦月改二(Lv.87),
2017/02/24 01:14:56,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,五月雨,睦月改二(Lv.87),,睦月改二(Lv.87),
2017/02/24 01:11:22,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,磯波,无,睦月改二(Lv.87),,睦月改二(Lv.87),
2017/02/23 21:21:48,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,夕立,无,鬼怒改二(Lv.76),,鬼怒改二(Lv.76),
2017/02/23 21:13:31,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,鬼怒改二(Lv.76),,鬼怒改二(Lv.76),
2017/02/23 21:9:18,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,若葉,長月,鬼怒改二(Lv.76),,鬼怒改二(Lv.76),
2017/02/23 21:06:47,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,荒潮,无,鬼怒改二(Lv.76),,鬼怒改二(Lv.76),
2017/02/23 21:05:18,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,五月雨,无,鬼怒改二(Lv.76),,鬼怒改二(Lv.76),
2017/02/23 21:02:16,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,長月,无,鬼怒改二(Lv.76),,鬼怒改二(Lv.76),
2017/02/23 03:38:05,カレー洋制圧戦(4-2),9(Boss点),進撃,勝利A,東方主力艦隊,飛鷹,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/23 03:35:11,カレー洋制圧戦(4-2),6(道中),進撃,敗北D,敵潜水教導艦隊,,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/23 03:16:32,カレー洋制圧戦(4-2),2(道中),出撃,戦術的勝利B,敵前衛艦隊,,无,呂500(Lv.154),,伊19改(Lv.137),
2017/02/23 02:42:57,カレー洋制圧戦(4-2),8(道中),進撃,勝利A,敵補給船団,,无,呂500(Lv.154),,伊26改(Lv.60),
2017/02/23 02:39:55,カレー洋制圧戦(4-2),11(道中),進撃,戦術的勝利B,敵空母機動部隊,,无,呂500(Lv.154),,伊19改(Lv.137),
2017/02/23 02:36:38,カレー洋制圧戦(4-2),2(道中),出撃,勝利A,敵前衛艦隊,龍驤,无,呂500(Lv.154),,伊26改(Lv.60),
2017/02/23 01:44:53,カレー洋制圧戦(4-2),8(道中),進撃,勝利S,敵補給船団,木曾,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/23 01:41:30,カレー洋制圧戦(4-2),7(道中),進撃,勝利A,敵空母機動部隊,,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/23 01:38:55,カレー洋制圧戦(4-2),1(道中),出撃,戦術的勝利B,敵潜水教導艦隊,暁,无,呂500(Lv.154),,伊26改(Lv.60),
2017/02/22 23:17:54,カレー洋制圧戦(4-2),9(Boss点),進撃,戦術的勝利B,東方主力艦隊,五十鈴,无,呂500(Lv.154),,伊26改(Lv.60),
2017/02/22 23:14:15,カレー洋制圧戦(4-2),6(道中),進撃,戦術的勝利B,敵潜水教導艦隊,,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/22 23:02:23,カレー洋制圧戦(4-2),2(道中),出撃,勝利A,敵前衛艦隊,,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/22 22:55:29,カレー洋制圧戦(4-2),13(Boss点),進撃,勝利A,東方主力艦隊,足柄,伊58改,呂500(Lv.154),,呂500(Lv.154),
2017/02/22 22:53:53,カレー洋制圧戦(4-2),7(道中),進撃,勝利A,敵空母機動部隊,,无,呂500(Lv.154),,伊26改(Lv.60),
2017/02/22 22:52:06,カレー洋制圧戦(4-2),1(道中),出撃,敗北D,敵潜水教導艦隊,,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/22 22:48:13,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,大潮,荒潮,天龍改(Lv.82),,天龍改(Lv.82),
2017/02/22 22:47:06,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,子日,无,天龍改(Lv.82),,天龍改(Lv.82),
2017/02/22 19:18:04,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,雷,无,天龍改(Lv.82),,天龍改(Lv.82),
2017/02/22 19:16:50,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,若葉,无,天龍改(Lv.82),,天龍改(Lv.82),
2017/02/22 19:12:12,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,天龍改(Lv.82),,天龍改(Lv.82),
2017/02/22 19:11:07,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,綾波,无,天龍改(Lv.82),,天龍改(Lv.82),
2017/02/22 18:49:00,鎮守府正面海域(1-1),3(Boss点),進撃,戦術的敗北C,敵主力艦隊,,敷波,如月改二(Lv.91),,如月改二(Lv.91),
2017/02/22 18:46:37,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,如月改二(Lv.91),,如月改二(Lv.91),
2017/02/22 18:44:18,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,荒潮,无,如月改二(Lv.91),,如月改二(Lv.91),
2017/02/22 18:42:19,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,如月改二(Lv.91),,如月改二(Lv.91),
2017/02/22 18:39:38,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,大潮,満潮,如月改二(Lv.91),,如月改二(Lv.91),
2017/02/22 18:38:15,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,敷波,无,如月改二(Lv.91),,如月改二(Lv.91),
2017/02/22 16:40:46,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,響,无,如月改二(Lv.91),,如月改二(Lv.91),
2017/02/22 16:37:25,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,睦月,无,多摩改(Lv.65),,多摩改(Lv.65),
2017/02/22 16:36:32,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,荒潮,无,多摩改(Lv.65),,多摩改(Lv.65),
2017/02/22 16:33:47,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,満潮,白雪,多摩改(Lv.65),,多摩改(Lv.65),
2017/02/22 16:31:19,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,多摩改(Lv.65),,多摩改(Lv.65),
2017/02/22 15:33:02,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,夕立,无,多摩改(Lv.65),,多摩改(Lv.65),
2017/02/22 15:30:36,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,白雪,无,多摩改(Lv.65),,多摩改(Lv.65),
2017/02/22 00:10:07,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,暁,夕立,龍田改(Lv.87),,龍田改(Lv.87),
2017/02/22 00:08:41,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,村雨,无,龍田改(Lv.87),,龍田改(Lv.87),
2017/02/22 00:07:24,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,皐月,无,龍田改(Lv.87),,龍田改(Lv.87),
2017/02/22 00:06:43,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,龍田改(Lv.87),,龍田改(Lv.87),
2017/02/22 00:05:12,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,初雪,皐月,龍田改(Lv.87),,龍田改(Lv.87),
2017/02/22 00:04:29,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,龍田改(Lv.87),,龍田改(Lv.87),
2017/02/22 00:01:37,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,夕立,无,名取改(Lv.58),,名取改(Lv.58),
2017/02/22 00:00:56,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,名取改(Lv.58),,名取改(Lv.58),
2017/02/21 23:59:25,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,皐月,无,名取改(Lv.58),,名取改(Lv.58),
2017/02/21 23:58:38,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,名取改(Lv.58),,名取改(Lv.58),
2017/02/21 23:56:56,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,皐月,无,名取改(Lv.58),,名取改(Lv.58),
2017/02/21 23:56:08,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,時雨,无,名取改(Lv.58),,名取改(Lv.58),
2017/02/21 23:24:02,日本近海/七尾北湾/舞鶴湾(37-1 甲),9(道中),進撃,勝利S,先遣侵入潜水艦隊旗艦,,Libeccio改,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 23:22:12,日本近海/七尾北湾/舞鶴湾(37-1 甲),2(道中),進撃,勝利A,深海軽快戦隊 先行侵入群,文月,无,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 23:21:15,日本近海/七尾北湾/舞鶴湾(37-1 甲),1(道中),進撃,完全勝利!!!S,深海侵入潜水艦隊 先遣群,,无,利根改二(Lv.95),,夕張改(Lv.121),
2017/02/21 23:20:16,日本近海/七尾北湾/舞鶴湾(37-1 甲),4(道中),出撃,勝利A,深海侵入機動部隊 前衛群,,无,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 22:26:45,カレー洋制圧戦(4-2),9(Boss点),進撃,勝利A,東方主力艦隊,,无,呂500(Lv.154),,伊8改(Lv.132),
2017/02/21 22:25:19,カレー洋制圧戦(4-2),6(道中),進撃,戦術的勝利B,敵潜水教導艦隊,,无,呂500(Lv.154),,伊8改(Lv.132),
2017/02/21 22:23:56,カレー洋制圧戦(4-2),2(道中),出撃,勝利A,敵前衛艦隊,不知火,无,呂500(Lv.154),,伊19改(Lv.137),
2017/02/21 22:21:42,カレー洋制圧戦(4-2),13(Boss点),進撃,勝利S,東方主力艦隊,飛鷹,无,呂500(Lv.154),,伊19改(Lv.137),
2017/02/21 22:20:07,カレー洋制圧戦(4-2),11(道中),進撃,勝利A,敵空母機動部隊,木曾,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/21 22:18:37,カレー洋制圧戦(4-2),2(道中),出撃,戦術的勝利B,敵前衛艦隊,,无,呂500(Lv.154),,伊8改(Lv.132),
2017/02/21 21:42:10,カレー洋制圧戦(4-2),13(Boss点),進撃,勝利S,東方主力艦隊,比叡,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/21 21:41:01,カレー洋制圧戦(4-2),11(道中),進撃,勝利A,敵空母機動部隊,,无,呂500(Lv.154),,伊19改(Lv.137),
2017/02/21 21:39:35,カレー洋制圧戦(4-2),1(道中),出撃,戦術的勝利B,敵潜水教導艦隊,,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/21 21:36:55,カレー洋制圧戦(4-2),13(Boss点),進撃,勝利S,東方主力艦隊,最上,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/21 21:35:20,カレー洋制圧戦(4-2),11(道中),進撃,勝利A,敵空母機動部隊,千代田,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/21 21:31:54,カレー洋制圧戦(4-2),1(道中),出撃,敗北D,敵潜水教導艦隊,,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/21 21:28:26,カレー洋制圧戦(4-2),8(道中),進撃,勝利S,敵補給船団,,伊58改,呂500(Lv.154),,伊8改(Lv.62),
2017/02/21 21:26:40,カレー洋制圧戦(4-2),11(道中),進撃,勝利A,敵空母機動部隊,鳥海,无,呂500(Lv.154),,伊8改(Lv.62),
2017/02/21 21:25:01,カレー洋制圧戦(4-2),2(道中),出撃,勝利A,敵前衛艦隊,,无,呂500(Lv.154),,伊8改(Lv.62),
2017/02/21 21:21:46,カレー洋制圧戦(4-2),11(道中),進撃,戦術的勝利B,敵空母機動部隊,,伊168改,呂500(Lv.154),,呂500(Lv.154),
2017/02/21 21:20:10,カレー洋制圧戦(4-2),2(道中),出撃,戦術的勝利B,敵前衛艦隊,,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/21 21:16:20,カレー洋制圧戦(4-2),8(道中),進撃,完全勝利!!!S,敵補給船団,涼風,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/21 21:15:01,カレー洋制圧戦(4-2),11(道中),進撃,勝利A,敵空母機動部隊,,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/21 21:13:21,カレー洋制圧戦(4-2),2(道中),出撃,勝利A,敵前衛艦隊,五月雨,无,呂500(Lv.154),,呂500(Lv.154),
2017/02/21 21:9:40,日本近海/七尾北湾/舞鶴湾(37-1 甲),9(道中),進撃,勝利S,先遣侵入潜水艦隊旗艦,,无,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 21:07:45,日本近海/七尾北湾/舞鶴湾(37-1 甲),2(道中),進撃,勝利S,深海軽快戦隊 先行侵入群,望月,无,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 21:06:47,日本近海/七尾北湾/舞鶴湾(37-1 甲),1(道中),進撃,完全勝利!!!S,深海侵入潜水艦隊 先遣群,,无,利根改二(Lv.95),,Libeccio改(Lv.82),
2017/02/21 21:05:48,日本近海/七尾北湾/舞鶴湾(37-1 甲),4(道中),出撃,勝利A,深海侵入機動部隊 前衛群,,无,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 21:01:54,日本近海/七尾北湾/舞鶴湾(37-1 甲),9(道中),進撃,勝利S,先遣侵入潜水艦隊旗艦,伊19,无,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 21:00:05,日本近海/七尾北湾/舞鶴湾(37-1 甲),2(道中),進撃,勝利S,深海軽快戦隊 先行侵入群,,无,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 20:59:07,日本近海/七尾北湾/舞鶴湾(37-1 甲),1(道中),進撃,完全勝利!!!S,深海侵入潜水艦隊 先遣群,,无,利根改二(Lv.95),,夕張改(Lv.121),
2017/02/21 20:56:28,日本近海/七尾北湾/舞鶴湾(37-1 甲),4(道中),出撃,勝利A,深海侵入機動部隊 前衛群,,无,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 20:53:48,日本近海/七尾北湾/舞鶴湾(37-1 甲),9(道中),進撃,勝利S,先遣侵入潜水艦隊旗艦,川内,无,利根改二(Lv.95),,筑摩改二(Lv.96),
2017/02/21 20:52:04,日本近海/七尾北湾/舞鶴湾(37-1 甲),2(道中),進撃,勝利S,深海軽快戦隊 先行侵入群,那珂,无,利根改二(Lv.95),,筑摩改二(Lv.96),
2017/02/21 20:50:53,日本近海/七尾北湾/舞鶴湾(37-1 甲),1(道中),進撃,完全勝利!!!S,深海侵入潜水艦隊 先遣群,,无,利根改二(Lv.95),,朝霜改(Lv.81),
2017/02/21 20:49:58,日本近海/七尾北湾/舞鶴湾(37-1 甲),4(道中),出撃,勝利A,深海侵入機動部隊 前衛群,,无,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 16:24:16,日本近海/七尾北湾/舞鶴湾(37-1 甲),4(道中),出撃,戦術的勝利B,深海侵入機動部隊 前衛群,,Libeccio改,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 16:21:44,日本近海/七尾北湾/舞鶴湾(37-1 甲),9(道中),進撃,完全勝利!!!S,先遣侵入潜水艦隊旗艦,,无,利根改二(Lv.95),,筑摩改二(Lv.96),
2017/02/21 16:20:10,日本近海/七尾北湾/舞鶴湾(37-1 甲),2(道中),進撃,完全勝利!!!S,深海軽快戦隊 先行侵入群,浜風,无,利根改二(Lv.95),,筑摩改二(Lv.96),
2017/02/21 16:19:11,日本近海/七尾北湾/舞鶴湾(37-1 甲),1(道中),進撃,完全勝利!!!S,深海侵入潜水艦隊 先遣群,,无,利根改二(Lv.95),,朝霜改(Lv.81),
2017/02/21 16:17:53,日本近海/七尾北湾/舞鶴湾(37-1 甲),4(道中),出撃,勝利A,深海侵入機動部隊 前衛群,,无,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 16:12:43,日本近海/七尾北湾/舞鶴湾(37-1 甲),9(道中),進撃,勝利S,先遣侵入潜水艦隊旗艦,潮,夕張改,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 16:10:29,日本近海/七尾北湾/舞鶴湾(37-1 甲),2(道中),進撃,完全勝利!!!S,深海軽快戦隊 先行侵入群,長月,无,利根改二(Lv.95),,筑摩改二(Lv.96),
2017/02/21 16:9:21,日本近海/七尾北湾/舞鶴湾(37-1 甲),1(道中),進撃,完全勝利!!!S,深海侵入潜水艦隊 先遣群,,无,利根改二(Lv.95),,綾波改二(Lv.117),
2017/02/21 16:08:15,日本近海/七尾北湾/舞鶴湾(37-1 甲),4(道中),出撃,勝利A,深海侵入機動部隊 前衛群,,无,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 16:05:13,日本近海/七尾北湾/舞鶴湾(37-1 甲),9(道中),進撃,完全勝利!!!S,先遣侵入潜水艦隊旗艦,谷風,无,利根改二(Lv.95),,利根改二(Lv.95),
2017/02/21 16:03:14,日本近海/七尾北湾/舞鶴湾(37-1 甲),2(道中),進撃,完全勝利!!!S,深海軽快戦隊 先行侵入群,望月,无,利根改二(Lv.95),,筑摩改二(Lv.96),
2017/02/21 16:02:10,日本近海/七尾北湾/舞鶴湾(37-1 甲),1(道中),進撃,完全勝利!!!S,深海侵入潜水艦隊 先遣群,,无,利根改二(Lv.95),,綾波改二(Lv.117),
2017/02/21 16:01:03,日本近海/七尾北湾/舞鶴湾(37-1 甲),4(道中),出撃,勝利A,深海侵入機動部隊 前衛群,,无,利根改二(Lv.95),,利根改二(Lv.95),
